rank,uei,vendor,foreign,amount_M_lifetime,records,fy_count,fys,piid_count,piids
481,CAKCE9S4WL78,"AZTEC GLOBAL SOLUTIONS, INC.",,1.2760,21,7,"2018,2019,2020,2021,2022,2023,2024",2,"N0002413C2307,N0002418C2307"
482,XFM4VGW1NBE4,"L.C.DOANE COMPANY,THE",,1.2749,2,2,"2021,2022",1,N0002418C2307
483,R2AVDXVQ4BC5,TTI INC,,1.2734,5,2,"2024,2025",1,N0002422C5500
484,QVTKQ7LJE196,M.T. DAVIDSON COMPANY,,1.2706,7,3,"2023,2024,2025",2,"N0002413C2307,N0002423C2307"
485,NFUUN26M2SK7,KUDZU INTERNATIONAL INCORPORATED,,1.2671,10,4,"2018,2019,2020,2021",3,"N0002414C5106,N0002414C5114,N0002420C5605"
486,JSAXGRLNEJ63,COLONNA'S SHIP YARD INCORPORATED,,1.2665,2,2,"2021,2023",2,"N0002419C4452,N0002420C4400"
487,MQDVMWB54XH4,"BOLLINGER SHIPYARDS, INC",,1.2657,17,7,"2017,2018,2019,2020,2021,2022,2023",3,"N0002411C2307,N0002413C2307,N0002418C2307"
488,C194DZAJCFA3,"BOMCO, INC",,1.2624,1,1,2024,1,N0001918C1061
489,DTXMJMGMQ655,SPARTON CORPORATION,,1.2575,7,3,"2017,2018,2019",4,"N0002413C2307,N0002414C5106,N0002414C5114,N0002415C5151"
490,RJGEKQDTZKT8,ELECTRIC HEATER CO,,1.2511,4,1,2024,1,N0002423C2307
491,L232ZUA5KLW3,HOWDEN AMERICAN FAN COMPANY,,1.2504,1,1,2023,1,N0002419C4452
492,KAZDWX2KMMT6,ITT CORPORATION,,1.2473,2,2,"2014,2016",2,"N0002413C5314,N0002413C5325"
493,VDGQNU1VJC64,XCHANGER MANUFACTURING CORPORATION,,1.2355,5,3,"2019,2020,2024",2,"N0002418C2307,N0002423C2307"
494,EW85V83V4MT7,TRANSDIGM GROUP INC,,1.2289,3,2,"2024,2025",2,"N0002417C4109,N0002423C5325"
495,DW33W8L3N1P8,"PHOENIX GROUP OF VIRGINIA, INC.",,1.2264,6,4,"2018,2019,2021,2022",1,N0002413C2307
496,WLHBRDWEW7T4,"ABACO SYSTEMS, INC.",,1.2159,17,7,"2016,2017,2018,2019,2020,2021,2024",6,"N0002412C5311,N0002414C5106,N0002414C5114,N0002415C5332,N0017415C0009,N0017419C0004"
497,WLEATDDTMCT3,"901 D, LLC",,1.2086,5,5,"2018,2019,2020,2022,2023",2,"N0002413C2307,N0002415C5228"
498,C2WJWFHRK5S7,QUALITY PERFORMANCE INC,,1.2077,8,2,"2022,2023",2,"N0002418C2307,N0002419C4452"
499,JHJ2EFQB4718,C. A. SPALDING COMPANY,,1.2062,10,4,"2014,2015,2016,2017",2,"N0002413C5314,N0002413C5325"
500,FC3YWXFNT7U6,SERCO GROUP PLC,,1.2007,9,3,"2020,2021,2022",3,"N0002413C2307,N0002419C2322,N0002420C4468"
501,J7JJKMJGC7K1,"NAC GROUP, INC.",,1.1998,19,8,"2019,2020,2021,2022,2023,2024,2025,2026",5,"N0002413C2307,N0002417C4109,N0002418C2307,N0002420C5380,N0017419C0004"
502,K4UDDD22R9Z7,E-Z FASTENING SOLUTIONS INC,,1.1977,12,4,"2023,2024,2025,2026",4,"N0002420C5310,N0002420C5605,N0002422C5500,N0002423C5325"
503,NY2RNWDENUG7,THE JORDAN COMPANY L P,,1.1934,5,3,"2018,2019,2020",2,"N0002414C5104,N0002415C5151"
504,G9JTK7A4JL35,ELECTRO ADAPTER INC,,1.1875,5,3,"2024,2025,2026",1,N0002424C5324
505,D8LCXTGXHJJ3,"MASTER MACHINE, INC.",,1.1842,16,5,"2016,2019,2020,2021,2022",3,"N0002420C5380,N0017415C0009,N0017419C0004"
506,V6MCMV4KM841,"ELECTRO ENTERPRISES, INC.",,1.1777,23,7,"2017,2020,2021,2022,2023,2024,2025",4,"N0002417C4109,N0002420C5310,N0002420C5380,N0002424C5324"
507,JGNYLKEPEBL4,PEMCO-NAVAL ENGINEERING WORKS INC,,1.1758,23,8,"2019,2020,2021,2022,2023,2024,2025,2026",3,"N0002418C2307,N0002419C4452,N0002423C2307"
508,DZ4JXAPAU222,"UNITED RENTALS, INC.",,1.1754,14,3,"2018,2019,2021",3,"N0002413C2307,N0002420C4400,N0002420C4468"
509,PG7AZJQMRL27,"ASCO POWER TECHNOLOGIES, L.P.",,1.1734,5,2,"2023,2024",3,"N0002418C2307,N0002419C2322,N0002419C4452"
510,U8LNE16562Z5,COMTECH TELECOMMUNICATIONS CORP.,,1.1693,6,3,"2017,2019,2021",1,N0002415C5228
511,SBXLQDRBH8Q8,MERSEN USA EP CORP.,,1.1668,4,3,"2024,2025,2026",1,N0002422C5500
512,T18RNS6UHH55,FORTIVE CORP,,1.1667,2,1,2025,1,N0002424C5324
513,G3ZKBEBM7Z61,AERO METALS INC,,1.1585,8,8,"2013,2014,2015,2016,2019,2020,2025,2026",3,"N0002413C5314,N0002420C5380,N0002424C5324"
514,F9ZENVS243U3,"SIEMENS INDUSTRY, INC.",,1.1508,3,2,"2020,2021",1,N0002417C4109
515,LG8PRS9MR697,SFC VALVE CORPORATION,,1.1506,9,3,"2023,2024,2025",3,"N0002418C2307,N0002419C4452,N0002423C2307"
516,PNE9R5EJMWK8,L-3 COMMUNICATIONS WESTWOOD CORPORATION,,1.1419,10,2,"2023,2024",3,"N0002413C2305,N0002418C2307,N0002419C2322"
517,FLMQAKFEMG64,INDEECO LLC,,1.1390,5,3,"2023,2024,2025",3,"N0002418C2307,N0002422C5500,N0002423C2307"
518,PW9GWUTL4KV5,"US, INC.",,1.1339,18,6,"2018,2019,2021,2023,2025,2026",2,"N0002413C2307,N0002418C2307"
519,QT9FVHAJCM88,"DCX-CHOL ENTERPRISES, INC.",,1.1234,18,3,"2013,2014,2016",2,"N0002412C5311,N0017415C0009"
520,YFAZLMPNXQ91,JONATHAN MFG DE MEXICO S. DE R.L. DE C.V.,Yes,1.1164,3,2,"2024,2025",2,"N0002420C5605,N0025324F0016"
521,DHGJVCVAFYE3,"CALIFORNIA MARINE CLEANING, INC.",,1.1139,10,4,"2018,2022,2023,2024",4,"N0002411C4408,N0002415C5151,N0002419C2322,N0002420C4468"
522,QVVVKBXLM7A1,PACIFIC ALLIANCE CAPITAL INC.,,1.1119,4,4,"2018,2019,2020,2021",3,"N0002414C5114,N0002419C5102,N0002420C5105"
523,H11HD5VHGHN3,LOCKHEED MARTIN CORPORATION,,1.1091,2,1,2025,2,"N0002413C2307,N0002415C5319"
524,SEJVKETJB4G6,QUANTUMVISION CORP.,,1.1081,3,3,"2016,2019,2021",2,"N0017415C0009,N0017419C0004"
525,LDH8HL9GJD89,GROUPE SOCOMORE,,1.1073,3,3,"2019,2021,2023",2,"N0002413C5314,N0002420C5380"
526,QRMQQ2U1LVJ3,"SAVINE HOLDING COMPANY, INC.",,1.1009,5,3,"2018,2019,2020",1,N0002414C5114
527,WRJAE99XMT14,WOLVERINE INTERMEDIATE HOLDING II CORPORATION,,1.0992,6,3,"2021,2022,2023",2,"N0002415C5332,N0002422C5500"
528,LQJ8L3UFTVX3,"FREQUENCY ELECTRONICS, INC.",,1.0966,10,6,"2018,2019,2020,2022,2024,2025",3,"N0002414C5106,N0002414C5114,N0002420C5105"
529,T2FBBL2MHN31,"MURPHY RIGGING AND ERECTING, INC.",,1.0912,18,7,"2014,2015,2016,2019,2021,2025,2026",2,"N0002413C5325,N0002421C5393"
530,RDB2AM2GGHH8,SIEMENS AKTIENGESELLSCHAFT,,1.0898,3,2,"2017,2018",2,"N0002413C5132,N0002417C4109"
531,MJX7DBKM2DY4,"NUMET MACHINING TECHNIQUES, LLC",,1.0896,7,1,2022,1,N0001918C1061
532,CGM7BR92JT89,"THE FLINCHBAUGH COMPANY, INC.",,1.0864,8,3,"2023,2024,2026",2,"N0002420C5380,N0002424C5324"
533,VFLXP2A8AH33,ACCRABOND CORPORATION,,1.0765,9,7,"2017,2020,2021,2023,2024,2025,2026",4,"N0002413C5314,N0002420C5380,N0002421C5393,N0002424C5324"
534,DV6YQV71ME11,MAR-VAC PRODUCTS INC,,1.0737,11,4,"2019,2020,2021,2022",1,N0002418C2307
535,XZ19XA317MA8,"RANDOLPH & BALDWIN, INC.",,1.0736,13,5,"2020,2021,2022,2024,2025",1,N0002422C5500
536,N88VHXESBD88,QUASAR POWER & TECHNOLOGIES INC.,,1.0715,5,3,"2017,2018,2020",1,N0002415C5228
537,MN6SDLV9AZQ7,J & E MANUFACTURING LLC,,1.0709,5,2,"2024,2025",2,"N0002420C5380,N0002424C5324"
538,LU7KP9UJJ5L7,"WESCO INTERNATIONAL, INC.",,1.0697,15,7,"2018,2019,2020,2021,2022,2023,2024",6,"N0002413C2307,N0002414C5106,N0002415C5151,N0002418C2307,N0002420C5310,N0025324F0016"
539,NMD7DMQSNMK5,"CROWLEY FABRICATING & MACHINING CO., INC.",,1.0533,12,4,"2020,2021,2023,2024",2,"N0002414C5114,N0002423C5325"
540,RCCFHJBQZ5G6,HANWHA AEROSPACE USA LLC,,1.0476,1,1,2023,1,N0001918C1061
541,ZJVJWMLGAZP5,MANSON CONSTRUCTION HOLDING COMPANY,,1.0450,1,1,2021,1,N0002420C4468
542,YC2MMREDU3N1,RUGGED INFORMATION TECHNOLOGY EQUIPMENT CORPORATION,,1.0415,6,2,"2019,2020",2,"N0002414C5106,N0002414C5114"
543,J6G2YP3QZMZ3,"A TO Z MACHINE COMPANY, INC.",,1.0387,5,3,"2019,2020,2021",1,N0017419C0004
544,T6HMTJ6CTRF5,PTC INC.,,1.0332,10,5,"2018,2019,2021,2022,2024",4,"N0002413C5116,N0002413C5132,N0002419C5102,N0002420C5105"
545,JM6RNJN59UK4,"SMT, CORP.",,1.0325,4,3,"2020,2021,2025",2,"N0002414C5114,N0002422C5500"
546,N7KNM5UXEJD6,"APPLIED ENGINEERING, INC.",,1.0166,5,4,"2014,2022,2023,2025",3,"N0002413C5314,N0002420C5380,N0002424C5324"
547,L561LLJK9MM5,APTIV PLC,,1.0124,32,4,"2020,2022,2023,2024",1,N0002420C5310
548,YBVGQEYENNM6,HONEYWELL INTERNATIONAL INC.,,1.0107,6,3,"2021,2022,2023",3,"N0002418C2307,N0002420C5300,N0002422C5500"
549,K5WVCD4GUK41,"JLL PARTNERS, LLC",,1.0077,17,5,"2017,2019,2020,2022,2023",4,"N0002414C5106,N0002414C5114,N0002420C5105,N0002420C5605"
550,NU2UC8MX6NK1,THE BOEING COMPANY,,1.0039,13,8,"2014,2015,2016,2019,2020,2022,2024,2025",4,"N0001918C1061,N0002413C2307,N0002413C5314,N0002413C5325"
551,GW79ZYC5DDD4,"GEMSPRING CAPITAL EXECUTIVE GP I, LLC",,1.0033,3,2,"2024,2026",1,N0002421C5393
552,ZFN2JJXBLZT3,LOCKHEED MARTIN CORPORATION,,1.0011,8,3,"2018,2019,2020",2,"N0002411C2307,N0002413C2307"
553,E3NJQ3BDHW89,"FARRELL EQUIPMENT & CONTROLS, INC.",,1.0008,11,5,"2019,2020,2022,2023,2025",4,"N0002414C5106,N0002414C5114,N0002420C5105,N0002422C5500"
554,QHSALYLFAC85,"WOODWARD, INC.",,1.0000,1,1,2025,1,N0001923C0013
555,RLXQHCXFT513,CUNICO CORPORATION,,0.9969,5,3,"2022,2023,2025",2,"N0002418C2307,N0002423C2307"
556,XD2KRCD9W4A5,P R L INC,,0.9840,7,5,"2016,2017,2018,2020,2024",2,"N0017415C0009,N0017419C0004"
557,DQJGYPJARP66,"TCS INDUSTRIES, INC.",,0.9832,12,4,"2019,2020,2024,2025",4,"N0002415C5228,N0002417C4109,N0002420C5605,N0025324F0016"
558,G9KGAU9Q4D97,"AIR COMPONENTS, INC.",,0.9829,20,8,"2016,2019,2020,2021,2022,2023,2024,2025",4,"N0002420C5380,N0002424C5324,N0017415C0009,N0017419C0004"
559,E2BDMEJG1399,"TRELLEBORG SEALING SOLUTIONS US, INC.",,0.9812,2,1,2025,1,N0002420C5605
560,YC21RG8YM677,MASTER MACHINE INC,,0.9754,8,4,"2022,2023,2025,2026",3,"N0002420C5380,N0002424C5324,N0017419C0004"
561,NFADFBRR9XM6,"SOURCE CODE MIDCO, LLC",,0.9718,4,2,"2021,2022",1,N0002420C5605
562,PVKMUGUXDAW5,"NEW ENGLAND DIE CUTTING, INC.",,0.9689,5,2,"2022,2025",1,N0002422C5500
563,D9T3VK42BLV7,"MILWAUKEE COMPOSITES, INC.",,0.9679,5,2,"2023,2025",1,N0002418C2307
564,E5NZAXG4MNB7,"MURRAY BENJAMIN ELECTRIC COMPANY, LIMITED PARTNERSHIP",,0.9664,16,6,"2018,2019,2020,2022,2023,2026",7,"N0002414C5104,N0002415C5151,N0002418C2307,N0002419C2322,N0002419C4452,N0002420C5310,N0002423C2307"
565,G975T5P8QZ95,ACCUSEMBLE ELECTRONICS INC,,0.9660,5,3,"2021,2022,2025",1,N0002422C5500
566,VGHZVYY9NL95,GATE PETROLEUM COMPANY,,0.9618,5,2,"2021,2022",1,N0002420C4468
567,M2XAYNY2P889,POWELL ELECTRONICS INC.,,0.9589,15,6,"2020,2021,2022,2023,2024,2025",6,"N0002414C5106,N0002417C4109,N0002418C2307,N0002420C5380,N0002422C5500,N0025324F0016"
568,NGPLSKUKAVM5,COSTA PRECISION MANUFACTURING CORP,,0.9587,4,3,"2020,2021,2023",1,N0002422C5500
569,W1NCJ8ATWDN7,EVOQUA WATER TECHNOLOGIES CORP.,,0.9499,7,4,"2018,2019,2020,2021",2,"N0002413C2307,N0002418C2307"
570,G15JF2TNVBL6,SIGNET MARITIME CORPORATION,,0.9455,6,5,"2018,2019,2020,2021,2022",1,N0002413C2307
571,MHSNKLGL36G3,MOBIWEBCOM LLC,,0.9384,14,3,"2021,2022,2023",1,N0002413C5116
572,RPTWUJFKEG64,"LAKOTA TECHNICAL SOLUTIONS, INC.",,0.9330,7,2,"2021,2022",1,N0002413C5116
573,WF9TN8AWH8K5,HEICO CORPORATION,,0.9302,15,6,"2018,2019,2020,2022,2023,2025",3,"N0002414C5106,N0002414C5114,N0002418C2307"
574,JEKASJ7K4PJ1,BAUER COMPRESSORS INC,,0.9247,3,1,2024,2,"N0002418C2307,N0002423C2307"
575,SUVFEBMU4DA5,ATI LADISH LLC,,0.9242,4,2,"2024,2026",3,"N0001918C1007,N0001923C0013,N0001924C0019"
576,V3RNMV4H5SP5,"VALLEY PRECISION TOOL AND TECHNOLOGY, INC.",,0.9225,6,3,"2022,2023,2024",1,N0002420C5380
577,L961GFZ2P3E7,"ENJET AERO, LLC",,0.9220,1,1,2021,1,N0001918C1007
578,H2UKHSXNJ2K5,"PREMIER SCAFFOLD, INC.",,0.9177,39,2,"2023,2024",1,N0002422C4485
579,KH1WNH8NJR56,VELAN INC,,0.9159,6,3,"2024,2025,2026",1,N0002418C2307
580,GN84UHWZJMR8,"DAYTON T. BROWN, INC.",,0.9119,3,1,2025,1,N0001923C0013
581,EAH2UTWCT3G6,"C.P.I. INTERNATIONAL, INC.",,0.9025,6,3,"2020,2021,2022",2,"N0002413C2307,N0002414C5114"
582,KNXCKS7EENP5,SCREW-MATIC CORPORATION,,0.9000,1,1,2020,1,N0001918C1007
583,YQXBZHMXEVE5,THE MATHWORKS INC,,0.8987,2,1,2018,1,N0002413C5132
584,YJK3WJEE5W97,"OCKERMAN AUTOMATION CONSULTING, INC.",,0.8982,2,2,"2022,2023",1,N0002422C4485
585,D9RNKMTKSGJ6,QUALITY SUPPORT LLC,,0.8975,6,6,"2020,2021,2022,2023,2025,2026",1,N0002420C5605
586,M8ZHL8ZXGQP5,"CHROMALOX, INC.",,0.8918,8,4,"2014,2023,2024,2025",3,"N0002412C5311,N0002420C5310,N0002423C5325"
587,ESPJNLK2FEK7,ALLIED MOTION TECHNOLOGIES INC.,,0.8886,6,4,"2020,2021,2022,2023",3,"N0002413C5325,N0002420C5380,N0002422C5500"
588,VFQMKHY7C5J3,WARREN FABRICATING CORPORATION,,0.8793,4,2,"2019,2020",1,N0002415C4103
589,WYZBDFHUT669,"CHANDLER INDUSTRIES, INC.",,0.8790,3,3,"2013,2015,2016",1,N0002413C5314
590,H9DTZCLEYHD5,"TELEDYNE DEFENSE ELECTRONICS, LLC",,0.8775,10,2,"2021,2025",1,N0002420C5519
591,EHMMZUCV4NU9,FOURTH FACTOR ENGINEERING,,0.8716,8,3,"2014,2015,2017",1,N0002412C5311
592,J6DMEL935CD1,XYLEM INC.,,0.8660,14,6,"2018,2019,2020,2021,2022,2025",7,"N0002413C2305,N0002414C5106,N0002414C5114,N0002418C2307,N0002420C4468,N0002422C5500,N0002423C2307"
593,EEWGU1CLYAF5,ASHTEAD GROUP PUBLIC LIMITED COMPANY,,0.8623,7,3,"2021,2022,2023",2,"N0002420C4400,N0002420C4468"
594,ENB7FA8442H6,"ADI AMERICAN DISTRIBUTORS, LLC",,0.8593,14,8,"2015,2016,2017,2019,2020,2021,2022,2023",6,"N0002413C5314,N0002413C5325,N0002415C5228,N0002420C5380,N0017415C0009,N0017419C0004"
595,XFWNM6S1JML3,"AEROSPACE ELITE ELECTRONICS, INC.",,0.8590,16,5,"2018,2019,2020,2021,2022",2,"N0002414C5106,N0002414C5114"
596,QEYBH9QVNP23,EGAN COMPANY,,0.8566,5,3,"2014,2024,2026",2,"N0002413C5325,N0002421C5393"
597,RF2BMJ23CUK5,"E & A PRODUCTS, INC.",,0.8507,18,9,"2014,2015,2016,2017,2019,2020,2022,2023,2026",6,"N0002412C5311,N0002413C5314,N0002420C5380,N0002424C5324,N0017415C0009,N0017419C0004"
598,QJW7KTT6MGN4,"JBK MANUFACTURING, LLC",,0.8428,6,3,"2021,2022,2023",1,N0002420C5380
599,JKM7K2CCW6U9,"DELTA INFORMATION SYSTEMS, INC.",,0.8320,12,3,"2018,2020,2021",3,"N0002414C5106,N0002414C5114,N0002419C5102"
600,KUCSVENEZ834,MEGATRAN INDUSTRIES,,0.8271,1,1,2020,1,N0002414C5114
601,LZNQL4SJ2C32,DYSOL INC,,0.8238,4,4,"2014,2015,2017,2018",1,N0002413C5314
602,C1NAJQ34VWM5,CAMERON ENERGY SERVICES CORP.,,0.8201,5,2,"2023,2025",1,N0002418C2307
603,EWZBB5D1RFQ8,"INERTIA SWITCH, INC.",,0.8183,7,5,"2014,2020,2021,2023,2026",3,"N0002413C5325,N0002420C5380,N0002424C5324"
604,F78NG1ANBSN4,"JAMES WALKER CO.,THE",,0.8164,19,5,"2019,2020,2022,2024,2025",3,"N0002415C5332,N0002420C5310,N0002423C5325"
605,C7QXDAE2EUN1,"GENERAL MARINE PRODUCTS, INC.",,0.8138,5,3,"2022,2023,2024",2,"N0002418C2307,N0002419C4452"
606,WFPRH5GHJLF8,JACKSONVILLE PORT AUTHORITY (INC),,0.8134,1,1,2021,1,N0002420C4468
607,LN9YKAX66918,KULITE SEMICONDUCTOR PRODUCTS INC,,0.8117,15,6,"2019,2021,2022,2023,2024,2025",4,"N0001923C0013,N0002413C2307,N0002418C2307,N0002419C4452"
608,DQLZFV6PFCB9,"TATE ANDALE, LLC",,0.8107,12,6,"2019,2020,2021,2022,2023,2025",2,"N0002418C2307,N0002423C2307"
609,QJ58YL55YKF3,"ROCKWELL COLLINS, INC.",,0.7950,4,2,"2017,2020",1,N0002415C5332
610,PBK1J5QBTXB1,"SNR SYSTEMS, LLC",,0.7944,4,3,"2018,2021,2024",2,"N0002414C5114,N0002420C5105"
611,T6P3QVK521D5,APPLIED POWER PRODUCTS INC,,0.7919,1,1,2026,1,N0002421C5393
612,E6KQEMMCJ9B6,"ATRENNE COMPUTING SOLUTIONS, LLC",,0.7827,2,2,"2025,2026",1,N0002422C5500
613,PQGNEEY9W5M3,NORTHROP GRUMMAN SYSTEMS CORPORATION,,0.7755,8,2,"2024,2025",1,N0002418C2307
614,NSFAYV7YAJB1,SPECTRIS PLC,,0.7720,2,2,"2020,2022",2,"N0002413C2307,N0002419C5102"
615,FYLAKMN93AK5,HEWLETT PACKARD ENTERPRISE COMPANY,,0.7718,6,5,"2017,2018,2020,2021,2022",3,"N0002413C5132,N0002419C5102,N0002420C5105"
616,GRFDMDJVVU36,RAVE GEAR LLC,,0.7687,9,5,"2019,2020,2021,2022,2023",2,"N0017415C0009,N0017419C0004"
617,LC7UN8MJYCJ7,RBC BEARINGS INCORPORATED,,0.7675,7,3,"2013,2014,2016",3,"N0002412C5311,N0002413C5314,N0017415C0009"
618,G5GTNMLCCBB3,"ULTI-MATE CONNECTOR, LLC",,0.7668,4,1,2022,1,N0002422C5500
619,HFLCXAGYK4U7,GSI CORPORATION,,0.7639,6,5,"2019,2020,2021,2022,2024",3,"N0002415C5332,N0002420C5310,N0002423C5325"
620,THD4LF2DLLH3,"UNIVERSAL PROTECTION GP, LLC",,0.7502,4,3,"2017,2021,2022",3,"N0002413C5132,N0002420C4400,N0002420C4468"
621,ZE6YJC3MHVF3,BIRD TECHNOLOGIES GROUP INC,,0.7497,1,1,2018,1,N0002413C5132
622,R8UMES4H39C7,FUJITSU LIMITED,Yes,0.7466,1,1,2018,1,N0002416C5103
623,VHMCMK22ADL3,DJ ACQUISITION MANAGEMENT CORP.,,0.7457,6,3,"2020,2021,2022",2,"N0002415C5332,N0002420C5310"
624,JK12LG7ZPSY5,"SECTOR MICROWAVE INDUSTRIES, INC.",,0.7415,4,3,"2018,2019,2021",1,N0002414C5114
625,RE7WMNV9L719,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,,0.7411,10,3,"2019,2020,2021",2,"N0002414C5104,N0002415C5151"
626,SZ4SDE9YK5E4,ONEX CORP,,0.7406,2,1,2025,2,"N0002413C2305,N0002418C2307"
627,V32LJNFLKBT7,RFD BEAUFORT INC.,,0.7406,2,1,2024,2,"N0002413C2305,N0002418C2307"
628,JG8AJY4Q9PE8,EATON AEROSPACE LLC,,0.7392,1,1,2025,1,N0001923C0013
629,SJHXC3VYDPB8,ELECTRON ENERGY LLC,,0.7375,4,3,"2023,2025,2026",1,N0002422C5500
630,DWMEGPGHBGY5,GENERAL DIGITAL CORPORATION,,0.7358,3,2,"2021,2024",2,"N0017419C0004,N0025324F0016"
631,HME8LJBLMUU3,"JET-TEK, LLC",,0.7345,9,6,"2018,2020,2021,2022,2023,2024",3,"N0002413C5314,N0002420C5380,N0002421C5393"
632,YD6LTFVUZNG1,RAYTHEON COMPANY,,0.7287,2,1,2023,1,N0002418C2305
633,PDZUR2FMYD89,"RANGER ENVIRONMENTAL SERVICES, LLC",,0.7276,9,3,"2018,2019,2026",2,"N0002413C2307,N0002418C2307"
634,GF6NKBL7D3Y1,POLYMER CORPORATION,,0.7273,7,3,"2020,2022,2023",1,N0002422C5500
635,D39YQM6XLKM8,SUPERALLOY MANUFACTURING SOLUTIONS CORPORATION,,0.7266,1,1,2023,1,N0001918C1061
636,J5AJWFZ9H8Q6,"MCNALLY INDUSTRIES, LLC",,0.7240,6,4,"2013,2020,2021,2022",3,"N0002412C5311,N0002413C2307,N0017419C0004"
637,K85XUK3ARLX6,THEMIS COMPUTER,,0.7234,3,3,"2017,2021,2022",2,"N0002414C5106,N0002420C5605"
638,ME2HWYNQNHH5,"WIND RIVER SYSTEMS, INC.",,0.7219,6,3,"2024,2025,2026",2,"N0002417C4109,N0002422C5500"
639,GYFHPKKHRUR9,"PHANTOM PRODUCTS, INC.",,0.7188,4,3,"2020,2023,2025",1,N0002420C5605
640,UC6ATRPNJGR2,FCG INC.,,0.7176,3,2,"2018,2020",1,N0002417C4109
641,UZ6EFJJNEFT3,EACO CORPORATION,,0.7155,12,5,"2020,2021,2023,2024,2025",7,"N0002417C4109,N0002420C5310,N0002420C5380,N0002420C5605,N0002421C5393,N0002422C5500,N0002424C5324"
642,K8FRQA4T3TM8,"OROLIA GOVERNMENT SYSTEMS, INC.",,0.7145,3,1,2024,2,"N0002422C5500,N0002423C5325"
643,NJBMT6E7P7B4,INTERNATIONAL WELDING & FABRICATION INC.,,0.7144,1,1,2023,1,N0002418C2307
644,C5DYFZEMMLE5,CABLE ASSOCIATES INC,,0.7128,4,3,"2020,2024,2025",2,"N0002420C5605,N0025324F0016"
645,KT2YQA6NDXF9,"SUPERIOR AEROSPACE, INC.",,0.7124,8,3,"2016,2018,2020",3,"N0002413C5314,N0002420C5380,N0017415C0009"
646,N1UBBGCNNB38,ABC APPLICATORS INC,,0.7108,3,1,2024,1,N0002418C2307
647,PY9MEJN3NQ54,AUTOMATED EDM INCORPORATED,,0.7103,4,4,"2016,2018,2020,2022",2,"N0017415C0009,N0017419C0004"
648,KAMDTHMU3Z83,"ACTRON ENTITIES, INC.",,0.7085,5,4,"2019,2021,2023,2025",3,"N0002415C5228,N0002420C5310,N0002423C5325"
649,DCT5EZ37RTF5,YORK ELECTRO-MECHANICAL CORP,,0.7072,6,4,"2022,2023,2024,2026",2,"N0002420C5380,N0002424C5324"
650,KMNEP97KAG75,OMEGA PRECISION,,0.7022,8,5,"2018,2020,2023,2024,2026",1,N0002417C4109
651,CYJ3L6SQANB4,"SPARTON AYDIN, LLC",,0.6935,2,2,"2023,2024",1,N0002420C5605
652,FM8UKJP55RA7,QUESTECH SERVICES CORP,,0.6888,3,2,"2023,2025",1,N0002422C5500
653,ZZ5VXE7DFR51,SAWSTREET LLC,,0.6875,2,2,"2024,2025",1,N0002420C5519
654,TMDVSPNEFR69,"IVES EQUIPMENT, LLC",,0.6847,6,3,"2023,2025,2026",1,N0002418C2307
655,QM7GAR7U8NK3,AIRBUS SE,,0.6835,5,2,"2020,2021",1,N0002420C5310
656,JMG3R5M8XZH5,FRONTIER ELECTRONIC SYSTEMS CORP.,,0.6771,9,4,"2017,2018,2019,2020",2,"N0002414C5106,N0002414C5114"
657,KC2VLUMHG2S4,"VULCAN PAINTERS, INCORPORATED",,0.6760,7,3,"2013,2014,2015",1,N0002412C5311
658,KKRXVDJZQ5V5,KEYSTONE FIRE PROTECTION CO.,,0.6750,9,5,"2020,2021,2022,2023,2024",3,"N0002413C2307,N0002420C5310,N0002423C5325"
659,KQZ6EABE3Y37,ABRASIVE-FORM INC.,,0.6731,9,4,"2018,2019,2020,2021",1,N0002414C5114
660,V7GQF5M7C667,"SOUTHERN GEAR & MACHINE, INC.",,0.6683,10,8,"2014,2016,2019,2020,2021,2022,2023,2024",3,"N0002412C5311,N0017415C0009,N0017419C0004"
661,LNZRL5H3F315,"SAFRAN POWER USA, LLC",,0.6666,1,1,2024,1,N0002423C5325
662,J9XEK2AAZMW3,SUPER RADIATOR COILS LIMITED PARTNERSHIP,,0.6657,13,4,"2018,2019,2020,2025",3,"N0002414C5106,N0002414C5114,N0002420C5105"
663,ESHRLYWCL9C7,SWITCHING POWER INC.,,0.6586,5,2,"2018,2020",2,"N0002414C5106,N0002414C5114"
664,YLQMY5SGNE55,3M COMPANY,,0.6566,10,4,"2018,2019,2020,2021",1,N0002415C4103
665,CPSRQJC6C379,"SECURE COMPONENTS, LLC",,0.6485,7,3,"2019,2020,2022",2,"N0002414C4313,N0002414C5106"
666,G9N1X873CYJ6,THE TIMKEN COMPANY,,0.6430,3,2,"2025,2026",1,N0002418C2307
667,RU3QHCAJP492,HOFFER FLOW CONTROLS INC,,0.6425,5,3,"2022,2025,2026",1,N0002422C5500
668,L6NCXSFJ3PV7,"LA MACHINE SHOP, INC.",,0.6418,10,7,"2015,2016,2020,2023,2024,2025,2026",4,"N0002413C5314,N0002420C5380,N0002424C5324,N0017415C0009"
669,VU5KBYNYPE89,BARRON INDUSTRIES INC,,0.6374,5,4,"2023,2024,2025,2026",2,"N0002420C5380,N0002424C5324"
670,KNCPXFQG4RA4,TUSAS MOTOR SANAYI A.S.,Yes,0.6362,1,1,2023,1,N0001918C1061
